场景名称,节点名称,答案
工伤转诊转院申请确认,1+13对应地市办理方式,"[answer]
execut:city=省级 THEN answer="" 省本级工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。省本级地址：南京市鼓楼区龙园中路碧树园86号，咨询电话：025-83271752。""
execut:city=南京 THEN answer="" 南京市工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南京市地址：南京市水西门大街61号，咨询电话：025-86590971。""
execut:city=无锡 THEN answer="" 无锡市工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411339。""
execut:city=徐州 THEN answer="" 徐州市工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-83870585。""
execut:city=常州 THEN answer="" 常州市工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。常州市地址：常州市局前街176号A座，咨询电话：0519-86622690。""
execut:city=苏州 THEN answer="" 苏州市工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。苏州市地址：苏州市十梓街548号，咨询电话：0512-69820453。""
execut:city=南通 THEN answer="" 南通市工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59000196。""
execut:city=连云港 THEN answer="" 连云港市工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。连云港市地址：连云港市海州区朝阳东路22号，咨询电话：0518-85682521。""
execut:city=淮安 THEN answer="" 淮安市工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83319007。""
execut:city=盐城 THEN answer="" 盐城市工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。盐城市地址：盐城市世纪大道19号，咨询电话：0515-88315426。""
execut:city=扬州 THEN answer="" 扬州市工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978610。""
execut:city=镇江 THEN answer="" 镇江市工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。镇江市地址：镇江市运河路100号，咨询电话：0511-85340789。""
execut:city=泰州 THEN answer="" 泰州市工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。泰州市地址：泰州市南园新村33号，咨询电话：0523-86606515。""
execut:city=宿迁 THEN answer="" 宿迁市工伤转诊转院申请的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。宿迁市地址：宿迁市洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359039。""
execut:!city THEN answer=""请问您想询问的是哪个地市的办理方式？"""
工程建设项目工伤保险参保登记,办理方式,请问建设工程项目所在地属于南京市、无锡市、徐州市、常州市、苏州市、南通市、连云港市、淮安市、盐城市、扬州市、镇江市、泰州市还是宿迁市？
工程建设项目工伤保险参保登记,办理对象,工程建设项目工伤保险参保登记的办理对象：工程建设项目总承办单位社保经办人员。
工程建设项目工伤保险参保登记,办结时限,工程建设项目工伤保险参保登记办结时限为：立等办结。
工程建设项目工伤保险参保登记,办理时间,工程建设项目工伤保险参保登记办理时间为：工作日均可办理。
工程建设项目工伤保险参保登记,所需材料,工程建设项目工伤保险参保登记所需材料：《工程建设项目工伤保险参保登记表》、中标通知书/承接工程通知书、建筑工程施工合同、开工通知书、专业分包合同/劳务分包合同、参保花名册。
工程建设项目工伤保险参保登记,13对应地市办理方式,"[answer]
execut:city=省级 THEN answer="" 很抱歉，您咨询的地区没有相关规定，您可以拨打当地12333详细咨询。""
execut:city=南京 THEN answer="" 南京市工程建设项目工伤保险参保登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。南京市地址：南京市水西门大街61号，咨询电话：025-86590931。""
execut:city=无锡 THEN answer="" 无锡市工程建设项目工伤保险参保登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411334。""
execut:city=徐州 THEN answer="" 徐州市工程建设项目工伤保险参保登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-85805702。""
execut:city=常州 THEN answer="" 常州市工程建设项目工伤保险参保登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。常州市地址：常州市天宁区锦绣路2号，市政务服务中心1号楼，咨询电话：0519-86811106。""
execut:city=苏州 THEN answer=""苏州市工程建设项目工伤保险参保登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。苏州市地址：苏州市姑苏区平泷路251号城市生活广场六楼，咨询电话：0512-69820480。""
execut:city=南通 THEN answer="" 南通市工程建设项目工伤保险参保登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59001236。""
execut:city=连云港 THEN answer="" 连云港工程建设项目工伤保险参保登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。连云港地址：连云港市海州区花果山大道19-5号，咨询电话：0518-85685923。""
execut:city=淮安 THEN answer="" 淮安市工程建设项目工伤保险参保登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83888317。""
execut:city=盐城 THEN answer="" 盐城市工程建设项目工伤保险参保登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。盐城市地址：盐城市世纪大道19号，咨询电话：0515-80500018。""
execut:city=扬州 THEN answer="" 扬州市工程建设项目工伤保险参保登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978696。""
execut:city=镇江 THEN answer="" 镇江市工程建设项目工伤保险参保登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。镇江市地址：镇江市运河路100号，咨询电话：0511-85340523。""
execut:city=泰州 THEN answer="" 泰州市工程建设项目工伤保险参保登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。泰州市地址：泰州市洪泽湖路66号，咨询电话：0523-86606544。""
execut:city=宿迁 THEN answer=""宿迁市工程建设项目工伤保险参保登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。宿迁市地址：宿迁市宿城区洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359521。""
execut:!city THEN answer=""请问您想询问的是哪个地市的办理方式？"""
工程建设项目工伤保险参保登记,缴费方式,工程建设项目工伤保险参保登记的缴费途径：由税务部门统一征收。
工程建设项目工伤保险参保登记,登记条件,工程建设项目工伤保险参保登记应符合以下条件：1、中标或承接工程，至主管部门进行施工合同备案后，可至工程项目所在地社保经办机构办理参保手续。2、参保主体单位必须登记。
工程建设项目工伤保险变更登记,办理时间,工程建设项目工伤保险变更登记的办理时间为：工作日均可办理。
工程建设项目工伤保险变更登记,办理条件,工程建设项目工伤保险变更登记的办理条件：①工程建设项目工期发生变化的；②工程建设项目工程总造价发生变化的；③工程建设项目在开工前取消的，或者建筑施工总承包单位失去承包资格的。
工程建设项目工伤保险变更登记,所需材料,工程建设项目工伤保险变更登记所需材料：《工程建设项目工伤保险参保变更登记表》、中标通知书/承接工程通知书、建筑工程施工合同、开工通知书、专业分包合同/劳务分包合同。
工程建设项目工伤保险变更登记,13对应地市办理方式,"[answer]
execut:city=省级 THEN answer="" 很抱歉，您咨询的地区没有相关规定，您可以拨打当地12333详细咨询。""
execut:city=南京 THEN answer="" 南京市工程建设项目工伤保险变更登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。南京市地址：南京市水西门大街61号，咨询电话：025-86590931。""
execut:city=无锡 THEN answer="" 无锡市工程建设项目工伤保险变更登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411334。""
execut:city=徐州 THEN answer="" 徐州市工程建设项目工伤保险变更登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-85805702。""
execut:city=常州 THEN answer="" 常州市工程建设项目工伤保险变更登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。常州市地址：常州市天宁区锦绣路2号，市政务服务中心1号楼，咨询电话：0519-86811106。""
execut:city=苏州 THEN answer=""苏州市工程建设项目工伤保险变更登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。苏州市地址：苏州市姑苏区平泷路251号城市生活广场六楼，咨询电话：0512-69820480。""
execut:city=南通 THEN answer="" 南通市工程建设项目工伤保险变更登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59001236。""
execut:city=连云港 THEN answer="" 连云港工程建设项目工伤保险变更登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。连云港地址：连云港市海州区花果山大道19-5号，咨询电话：0518-85685923。""
execut:city=淮安 THEN answer="" 淮安市工程建设项目工伤保险变更登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83888317。""
execut:city=盐城 THEN answer="" 盐城市工程建设项目工伤保险变更登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。盐城市地址：盐城市世纪大道19号，咨询电话：0515-80500018。""
execut:city=扬州 THEN answer="" 扬州市工程建设项目工伤保险变更登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978696。""
execut:city=镇江 THEN answer="" 镇江市工程建设项目工伤保险变更登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。镇江市地址：镇江市运河路100号，咨询电话：0511-85340523。""
execut:city=泰州 THEN answer="" 泰州市工程建设项目工伤保险变更登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。泰州市地址：泰州市洪泽湖路66号，咨询电话：0523-86606544。""
execut:city=宿迁 THEN answer=""宿迁市工程建设项目工伤保险变更登记的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在工程建设项目所在地社会保险经办机构窗口办理。宿迁市地址：宿迁市宿城区洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359521。""
execut:!city THEN answer=""请问您想询问的是哪个地市的办理方式？"""
